Latitud,Prof_Promedio,Prof_Min,Prof_Max,Dip_Promedio,Dip_Desv_Estandar,Strike_Promedio
-30.0,63.460002520652175,7.544922,91.653076,11.149120146432805,8.694743138000913,57.52045161551383
-29.0,61.43762419233491,7.5433755,95.13233,11.324236194528302,8.513756533240132,73.55203976451357
-28.0,61.424844310755816,8.046634,101.46099,12.78336298610465,7.847082741178873,122.8002520414593
-27.0,61.70420102572017,8.404982,103.075676,13.925180570370369,6.994078395022039,56.98380372465227
-26.0,59.454188527490295,8.422632,101.504974,13.975492584605433,5.821568866178809,47.11658537468758
-25.0,58.399868919467785,10.129435,98.452255,13.929115298459383,4.388140062761116,45.1441775322367
