lon_c,lat_c,depth,strike,dip,area_km2
-70.8,-26.8,35.204846125,7.168744025,23.74296925,441.4483715438572
-70.8,-26.6,34.059000875,6.3791192062499995,23.1827469375,442.2240680972132
-70.8,-26.400000000000002,33.108439375,5.13510766875,22.5163276875,442.99437628985686
-70.8,-26.200000000000003,32.422011375,3.470419975,21.7746495625,443.75928673582587
-70.8,-26.0,32.0186395,1.8629529375,20.9937275,444.5187901149279
-70.8,-25.8,31.8203740625,1.0033473225,20.19019225,445.272877172854
-70.8,-25.6,31.672457875,1.301972933125,19.3784533125,446.0215387212912
-70.8,-25.400000000000002,31.420552125,2.5914063,18.596862625,446.76476563803504
-70.8,-25.200000000000003,30.9810254375,4.29584745,17.891343625,447.5025488670998
-70.8,-25.0,30.6145475,5.332453825,17.49690375,448.23487941882996
-70.60000000000001,-30.0,75.10572958333333,10.274792041666666,18.781376666666667,428.3123216983501
-70.60000000000001,-29.8,73.74890416666666,10.539762375,18.867468249999998,429.1729023165932
-70.60000000000001,-29.6,72.29168366666667,11.496290250000001,19.268502,430.0282535984603
-70.60000000000001,-29.400000000000002,70.61924333333333,12.922918708333334,20.005891583333334,430.87836512176597
-70.60000000000001,-29.200000000000003,68.65536708333333,14.337104041666668,21.028710666666665,431.72322652816956
-70.60000000000001,-29.0,66.39205175,15.300047291666667,22.2076225,432.56282752330145
-70.60000000000001,-28.8,63.88913466666667,15.616791749999999,23.380313833333332,433.39715787688846
-70.60000000000001,-28.6,61.25011466666667,15.31828625,24.410197083333333,434.22620742287853
-70.60000000000001,-28.400000000000002,58.59190175,14.54165925,25.21617875,435.04996605956455
-70.60000000000001,-28.200000000000003,56.02116158333333,13.446676083333335,25.772685499999998,435.8684237497077
-70.60000000000001,-28.0,53.61811958333333,12.19480375,26.099219916666666,436.681570520659
-70.60000000000001,-27.8,51.4265725,10.939907583333332,26.246841833333335,437.48939646448184
-70.60000000000001,-27.6,49.45352125,9.802323041666666,26.2771995,438.291891738072
-70.60000000000001,-27.400000000000002,47.678565166666665,8.858551375,26.23511125,439.0890465632779
-70.60000000000001,-27.200000000000003,46.0649665,8.158243941666667,26.127979083333333,439.88085122701943
-70.60000000000001,-27.0,44.569387416666665,7.706008741666667,25.927081916666666,440.6672960814067
-70.60000000000001,-26.8,43.159662833333336,7.3821507,25.5904405,441.4483715438572
-70.60000000000001,-26.6,41.84250325,6.9146818166666675,25.0894155,442.2240680972132
-70.60000000000001,-26.400000000000002,40.67609783333334,6.0356843666666675,24.42386958333333,442.99437628985686
-70.60000000000001,-26.200000000000003,39.737347416666665,4.7592404833333335,23.622722083333333,443.75928673582587
-70.60000000000001,-26.0,39.053979166666664,3.5075939083333334,22.72954633333333,444.5187901149279
-70.60000000000001,-25.8,38.55825116666667,2.880565616666667,21.78924166666667,445.272877172854
-70.60000000000001,-25.6,38.109898,3.215931383333333,20.855290166666666,446.0215387212912
-70.60000000000001,-25.400000000000002,37.57235441666666,4.3390712,19.990904,446.76476563803504
-70.60000000000001,-25.200000000000003,36.87737991666666,5.734768133333333,19.24026183333333,447.5025488670998
-70.60000000000001,-25.0,36.368955,6.5460074666666666,18.828487666666668,448.23487941882996
-70.4,-30.0,80.14093725000001,13.1298468125,15.2669825,428.3123216983501
-70.4,-29.8,78.802344625,12.71029625,15.221611875,429.1729023165932
-70.4,-29.6,77.45973975,12.9455845,15.537121625000001,430.0282535984603
-70.4,-29.400000000000002,76.010399125,13.69634028125,16.25210853125,430.87836512176597
-70.4,-29.200000000000003,74.3746965,14.5460975,17.3369855,431.72322652816956
-70.4,-29.0,72.5203040625,15.09759725,18.6842059375,432.56282752330145
-70.4,-28.8,70.466559,15.16264271875,20.1391739375,433.39715787688846
-70.4,-28.6,68.2720946875,14.75209675,21.5500155625,434.22620742287853
-70.4,-28.400000000000002,66.0156183125,13.97297034375,22.80161275,435.04996605956455
