lon_c,lat_c,depth,strike,dip,area_km2,coupling_robusto
-72.0,-27.8,9.6308005,13.175485357142858,7.004508942857143,437.4893964644818,0.9999999999999968
-72.0,-27.6,9.260851727272728,11.880888181818182,6.641655290909091,438.291891738072,0.9999999999999966
-72.0,-27.4,8.96600175,10.78767475,6.352729,439.0890465632779,0.9999999999999972
-72.0,-27.200000000000003,8.78720025,10.02511325,6.177209375,439.8808512270194,0.9999999999999979
-72.0,-27.0,8.4857665,9.588441,5.8837624,440.6672960814067,0.9999999999999984
-71.8,-30.0,25.5532604375,6.27879303125,19.7365294375,428.3123216983501,0.9999999999999986
-71.8,-29.8,24.640503625,7.13919769375,19.101101125,429.1729023165932,0.9999999999999991
-71.8,-29.6,23.626577,8.37294188125,18.390064625,430.0282535984603,0.9999999999999991
-71.8,-29.4,22.4765056875,10.02944325,17.5629435625,430.878365121766,0.9999999999999973
-71.8,-29.200000000000003,21.174136125,11.9579939375,16.59904821875,431.7232265281696,0.9999999999999929
-71.8,-29.0,19.74241,13.84125725,15.5122863125,432.5628275233015,0.9999999999999932
-71.8,-28.8,18.2443790625,15.3108850625,14.3471219375,433.39715787688846,0.9999999999999994
-71.8,-28.6,16.764449,16.0887090625,13.164937625,434.2262074228785,0.9999999999999968
-71.8,-28.4,15.38161,16.08349859375,12.028673375,435.04996605956455,0.9999999999999964
-71.8,-28.200000000000003,14.1493634375,15.396890375,10.98872128125,435.8684237497077,0.9999999999999996
-71.8,-28.0,13.08967440625,14.2554213125,10.0737464375,436.681570520659,0.999999999999998
-71.8,-27.8,12.19802175,12.9301695625,9.2893541875,437.4893964644818,0.9999999999999972
-71.8,-27.6,11.4524604375,11.6757559375,8.62306864375,438.291891738072,0.9999999999999977
-71.8,-27.4,10.8226754375,10.6697324375,8.0524443,439.0890465632779,0.9999999999999983
-71.8,-27.200000000000003,10.27869778125,9.946896875,7.553790025,439.8808512270194,0.9999999999999989
-71.8,-27.0,9.79898715625,9.36548390625,7.1094171625,440.6672960814067,0.999999999999999
-71.8,-26.8,9.3760213125,8.6351371875,6.7135368125,441.4483715438572,0.9999999999999992
-71.8,-26.6,9.284921416666666,7.3711884916666675,6.633251733333334,442.2240680972132,0.9999999999999994
-71.8,-26.4,9.056787136363637,5.472822709090909,6.439607709090908,442.99437628985686,0.9999999999999993
-71.8,-26.200000000000003,9.0902565625,2.7830231375,6.5390821875,443.75928673582587,0.9999999999999971
-71.8,-26.0,9.1983334,144.416178036,6.74852272,444.5187901149279,0.999999999999987
-71.8,-25.8,9.345222,358.6188125,7.044495,445.272877172854,0.9999999999999861
-71.60000000000001,-30.0,32.1074495,6.495015408333334,22.99789475,428.3123216983501,0.9999999999999902
-71.60000000000001,-29.8,30.98907275,7.372433141666666,22.423299333333333,429.1729023165932,0.999999999999993
-71.60000000000001,-29.6,29.734968,8.69032825,21.757317083333334,430.0282535984603,0.9999999999999968
-71.60000000000001,-29.4,28.293448416666667,10.46588275,20.9494195,430.878365121766,0.9999999999999992
-71.60000000000001,-29.200000000000003,26.64390941666667,12.476969791666669,19.971724166666665,431.7232265281696,0.9999999999999962
-71.60000000000001,-29.0,24.822821833333336,14.344917875,18.8328615,432.5628275233015,0.9999999999999954
-71.60000000000001,-28.8,22.919672833333333,15.692563541666669,17.57650425,433.39715787688846,0.9999999999999996
-71.60000000000001,-28.6,21.046977416666667,16.287681333333335,16.270867208333332,434.2262074228785,0.9999999999999982
-71.60000000000001,-28.4,19.30427708333333,16.103617166666666,14.992123666666666,435.04996605956455,0.9999999999999986
-71.60000000000001,-28.200000000000003,17.755168083333334,15.286032874999998,13.805556916666667,435.8684237497077,0.9999999999999991
-71.60000000000001,-28.0,16.423111416666668,14.074722583333331,12.751710375,436.681570520659,0.9999999999999974
-71.60000000000001,-27.8,15.29943775,12.736230166666669,11.841852208333334,437.4893964644818,0.9999999999999974
-71.60000000000001,-27.6,14.354923958333332,11.509676916666663,11.062673166666668,438.291891738072,0.9999999999999984
-71.60000000000001,-27.4,13.551338875,10.543389916666667,10.388396625,439.0890465632779,0.9999999999999992
-71.60000000000001,-27.200000000000003,12.852523833333334,9.838982208333332,9.794494875,439.8808512270194,0.9999999999999996
-71.60000000000001,-27.0,12.233906916666667,9.236171708333334,9.265695916666669,440.6672960814067,0.9999999999999996
-71.60000000000001,-26.8,11.688822416666667,8.439090083333333,8.798979666666666,441.4483715438572,0.9999999999999994
-71.60000000000001,-26.6,11.230509083333333,7.090473508333333,8.40882325,442.2240680972132,0.9999999999999991
-71.60000000000001,-26.4,10.887373583333334,4.961241566666667,8.132908483333333,442.99437628985686,0.9999999999999983
-71.60000000000001,-26.200000000000003,10.688027791666668,2.250660105833333,8.019448991666666,443.75928673582587,0.9999999999999948
-71.60000000000001,-26.0,10.638824291666667,239.68874076916663,8.084967358333333,444.5187901149279,0.9999999999999876
-71.60000000000001,-25.8,10.707713583333332,358.11760166666664,8.277322083333333,445.272877172854,0.9999999999999997
-71.60000000000001,-25.6,10.829255958333334,357.90727,8.492960516666667,446.0215387212912,0.9999999999999769
-71.60000000000001,-25.4,10.99613,358.7948118181818,8.687091863636363,446.76476563803504,0.9999999999999999
-71.60000000000001,-25.200000000000003,11.329904125,90.4945691725,8.948697,447.5025488670998,0.9999999999999996
-71.60000000000001,-25.0,11.292894,1.71135275,8.8831615,448.23487941883,0.999999999999487
-71.4,-30.0,39.6763824375,6.7285789375,25.2802850625,428.3123216983501,0.9999999999999873
-71.4,-29.8,38.3829611875,7.63381661875,24.859762875,429.1729023165932,0.9999999999999909
-71.4,-29.6,36.9137119375,9.0486735,24.3609255,430.0282535984603,0.9999999999999956
-71.4,-29.4,35.19679,10.93952228125,23.7305978125,430.878365121766,0.9999999999999992
-71.4,-29.200000000000003,33.205546,13.0055736875,22.929583125,431.7232265281696,0.999999999999997
-71.4,-29.0,30.98962825,14.8164924375,21.9439975625,432.5628275233015,0.9999999999999971
-71.4,-28.8,28.6652783125,16.007251,20.7934710625,433.39715787688846,0.9999999999999999
-71.4,-28.6,26.374057,16.4075715,19.53302725,434.2262074228785,0.9999999999999993
-71.4,-28.4,24.238073875,16.054082875,18.2409950625,435.04996605956455,0.9999999999999999
-71.4,-28.200000000000003,22.3343450625,15.12225728125,16.996805375,435.8684237497077,0.9999999999999983
-71.4,-28.0,20.69151,13.85336425,15.8601330625,436.681570520659,0.9999999999999972
-71.4,-27.8,19.299129125,12.5076441875,14.8583470625,437.4893964644818,0.999999999999998
-71.4,-27.6,18.1211803125,11.30972246875,13.9866459375,438.291891738072,0.9999999999999991
-71.4,-27.4,17.111331625,10.374393625,13.22258271875,439.0890465632779,0.9999999999999998
-71.4,-27.200000000000003,16.227891624999998,9.66533028125,12.544879625,439.8808512270194,0.9999999999999999
-71.4,-27.0,15.444697375,9.01177996875,11.9421134375,440.6672960814067,0.9999999999999999
-71.4,-26.8,14.75696396875,8.13956536875,11.41227909375,441.4483715438572,0.9999999999999998
-71.4,-26.6,14.18371840625,6.71486628125,10.96706678125,442.2240680972132,0.9999999999999992
-71.4,-26.4,13.7637058125,4.512066925,10.641879125,442.99437628985686,0.9999999999999983
-71.4,-26.200000000000003,13.5366128125,1.73050715,10.4861079375,443.75928673582587,0.9999999999999963
-71.4,-26.0,13.51097809375,314.128507378625,10.51477928125,444.5187901149279,0.9999999999999988
-71.4,-25.8,13.63973834375,357.606866875,10.6649504375,445.272877172854,0.9999999999999907
-71.4,-25.6,13.8275501875,357.57887125,10.82117534375,446.0215387212912,0.9999999999998794
-71.4,-25.4,13.96900909375,358.806621875,10.88502196875,446.76476563803504,0.877768293213516
-71.4,-25.200000000000003,13.9886785,68.23752458874999,10.81463753125,447.5025488670998,0.7166605087760671
-71.4,-25.0,13.92979,2.07825055,10.709035,448.23487941883,0.6350160316372656
-71.2,-30.0,48.988523625,7.054025575,26.2659426875,428.3123216983501,0.9999999999999953
-71.2,-29.8,47.56864625,7.97581865,26.0795558125,429.1729023165932,0.9999999999999994
-71.2,-29.6,45.9351868125,9.4782580625,25.8705120625,430.0282535984603,0.9999999999999999
-71.2,-29.4,43.9931385625,11.4587869375,25.5944275625,430.878365121766,0.9999999999999984
-71.2,-29.200000000000003,41.705512125,13.53197178125,25.1997185,431.7232265281696,0.9999999999999947
-71.2,-29.0,39.12871425,15.22876190625,24.6344225625,432.5628275233015,0.999999999999998
-71.2,-28.8,36.3988145,16.219070625,23.869897125,433.39715787688846,0.9999999999999997
-71.2,-28.6,33.6819540625,16.40758725,22.9226391875,434.2262074228785,0.9999999999999999
-71.2,-28.4,31.123213125,15.8885860625,21.852527625,435.04996605956455,0.9999999999999996
-71.2,-28.200000000000003,28.8183548125,14.8531278125,20.7412449375,435.8684237497077,0.9999999999999982
-71.2,-28.0,26.8088153125,13.534591125,19.66589025,436.681570520659,0.9999999999999984
-71.2,-27.8,25.0888305625,12.18299053125,18.6770125625,437.4893964644818,0.999999999999999
-71.2,-27.6,23.6193161875,11.00376859375,17.790325375000002,438.291891738072,0.9999999999999997
-71.2,-27.4,22.3478973125,10.07523878125,16.99804334375,439.0890465632779,0.9999999999999999
-71.2,-27.200000000000003,21.2290794375,9.331996375,16.287584375,439.8808512270194,0.9999999999999999
-71.2,-27.0,20.236223625,8.61705640625,15.64935134375,440.6672960814067,0.9999999999999999
-71.2,-26.8,19.3659575625,7.70922175625,15.075413375,441.4483715438572,0.9999999999999999
-71.2,-26.6,18.6414748125,6.32338764375,14.5660985625,442.2240680972132,0.9999999999999998
-71.2,-26.4,18.1107088125,4.24022005,14.1458665,442.99437628985686,0.9999999999999998
-71.2,-26.200000000000003,17.8242184375,1.61744139125,13.858821625,443.75928673582587,0.9999999999999999
-71.2,-26.0,17.7919826875,336.658631778125,13.7203179375,444.5187901149279,0.9999999999999938
-71.2,-25.8,17.9492941875,357.75760625,13.67185140625,445.272877172854,0.9999999999999653
-71.2,-25.6,18.16752575,357.87241,13.6116709375,446.0215387212912,0.766193003337482
-71.2,-25.4,18.308623875,314.2813733765625,13.46801665625,446.76476563803504,0.4978413585525137
-71.2,-25.200000000000003,18.28104675,1.370461465625,13.2284005625,447.5025488670998,0.3080393489571092
-71.2,-25.0,18.17119825,2.763884925,13.042787375,448.23487941883,0.16252404769715117
-71.0,-30.0,59.4142809,7.620165555,25.0905041,428.3123216983501,0.9999999999999959
-71.0,-29.8,57.965787850000005,8.4877364,25.1355948,429.1729023165932,0.9999999999999915
-71.0,-29.6,56.296476,9.997912325,25.26798035,430.0282535984603,0.9999999999999867
-71.0,-29.4,54.29245970000001,11.972257,25.4649789,430.878365121766,0.9999999999999858
-71.0,-29.200000000000003,51.901373850000006,13.952793425,25.66630055,431.7232265281696,0.9999999999999922
-71.0,-29.0,49.1690947,15.458446475,25.7760025,432.5628275233015,0.9999999999999999
-71.0,-28.8,46.2272316,16.2142496,25.70325755,433.39715787688846,0.9999999999999988
-71.0,-28.6,43.24486645,16.1966226,25.40547445,434.2262074228785,0.9999999999999999
-71.0,-28.4,40.3784397,15.5383175,24.8991025,435.04996605956455,0.9999999999999986
-71.0,-28.200000000000003,37.742195550000005,14.43001275,24.2428339,435.8684237497077,0.9999999999999999
-71.0,-28.0,35.3979397,13.088453950000002,23.51188335,436.681570520659,0.999999999999999
-71.0,-27.8,33.355469750000005,11.742121075,22.7731688,437.4893964644818,0.9999999999999998
-71.0,-27.6,31.58363495,10.56700425,22.06943595,438.291891738072,0.9999999999999999
-71.0,-27.4,30.03285805,9.616010075,21.41826805,439.0890465632779,0.9999999999999999
-71.0,-27.200000000000003,28.65829335,8.832026299999999,20.81867115,439.8808512270194,0.9999999999999999
-71.0,-27.0,27.43165275,8.110003254999999,20.2549417,440.6672960814067,0.9999999999999999
-71.0,-26.8,26.34562135,7.29468212,19.7016827,441.4483715438572,0.9999999999999999
-71.0,-26.6,25.42152625,6.14158779,19.1397543,442.2240680972132,0.9999999999999999
-71.0,-26.4,24.7124962,4.4241062200000005,18.57762925,442.99437628985686,0.9999999999999999
-71.0,-26.200000000000003,24.27851935,2.2298809425000004,18.0513443,443.75928673582587,0.9999999999999997
-71.0,-26.0,24.13199345,144.14446203365,17.584453325,444.5187901149279,0.999999999999999
-71.0,-25.8,24.19500145,358.9772645,17.150062675,445.272877172854,0.621067797570582
-71.0,-25.6,24.31469875,323.1939439368,16.6980222,446.0215387212912,0.298997161892302
-71.0,-25.4,24.3329792,90.6123353685,16.2118047,446.76476563803504,0.1066924429267777
-71.0,-25.200000000000003,24.15458795,2.613091995,15.71587135,447.5025488670998,2.9673525975457238e-05
-71.0,-25.0,23.9413994,3.89301342,15.4150623,448.23487941883,2.2223081963873673e-16
-70.8,-30.0,68.871512375,8.68943296875,22.027225,428.3123216983501,0.9999999999999707
-70.8,-29.8,67.47011675,9.338505375,22.1660751875,429.1729023165932,0.9999999999999809
-70.8,-29.6,65.8939754375,10.67026846875,22.52683375,430.0282535984603,0.9999999999999926
-70.8,-29.4,64.0231973125,12.4566185,23.112349,430.878365121766,0.999999999999999
-70.8,-29.200000000000003,61.7902150625,14.204222625,23.86206775,431.7232265281696,0.9999999999999989
-70.8,-29.0,59.2137466875,15.4476505,24.6497645,432.5628275233015,0.9999999999999907
-70.8,-28.8,56.3924746875,15.9649259375,25.333261875,433.39715787688846,0.9999999999999999
-70.8,-28.6,53.4682825625,15.7776919375,25.8114733125,434.2262074228785,0.9999999999999865
-70.8,-28.4,50.5853356875,15.03150590625,26.0464315625,435.04996605956455,0.9999999999999944
-70.8,-28.200000000000003,47.8623204375,13.905064625,26.0540286875,435.8684237497077,0.9999999999999284
-70.8,-28.0,45.377194,12.5898465625,25.8847838125,436.681570520659,0.999999999999989
-70.8,-27.8,43.160421125,11.2779380625,25.6040053125,437.4893964644818,0.9999999999999973
-70.8,-27.6,41.2003279375,10.1116254375,25.272311625,438.291891738072,0.9999999999999996
-70.8,-27.4,39.461299625,9.14503371875,24.9285971875,439.0890465632779,0.9999999999999999
-70.8,-27.200000000000003,37.902951375,8.37111721875,24.5790575625,439.8808512270194,0.9999999999999989
-70.8,-27.0,36.49060775,7.7514875625,24.1977866875,440.6672960814067,0.8548671161845137
-70.8,-26.8,35.204846125,7.168744025,23.74296925,441.4483715438572,0.6690811530187105
-70.8,-26.6,34.059000875,6.37911920625,23.1827469375,442.2240680972132,0.9999999999999976
-70.8,-26.4,33.108439375,5.13510766875,22.5163276875,442.99437628985686,0.9999999999999993
-70.8,-26.200000000000003,32.422011375,3.470419975,21.7746495625,443.75928673582587,0.9999999999999344
-70.8,-26.0,32.0186395,1.8629529375,20.9937275,444.5187901149279,0.37778326768740594
-70.8,-25.8,31.8203740625,1.0033473225,20.19019225,445.272877172854,0.043528254505713515
-70.8,-25.6,31.672457875,1.301972933125,19.3784533125,446.0215387212912,2.4919874696444392e-17
-70.8,-25.4,31.420552125,2.5914063,18.596862625,446.76476563803504,1.3819509155370476e-14
-70.8,-25.200000000000003,30.9810254375,4.29584745,17.891343625,447.5025488670998,2.0468329378359126e-14
-70.8,-25.0,30.6145475,5.332453825,17.49690375,448.23487941883,2.372342236214383e-14
-70.60000000000001,-30.0,75.10572958333333,10.274792041666666,18.781376666666667,428.3123216983501,0.9999999999999862
-70.60000000000001,-29.8,73.74890416666666,10.539762375,18.86746825,429.1729023165932,0.9999999999999759
-70.60000000000001,-29.6,72.29168366666667,11.49629025,19.268502,430.0282535984603,0.9999999999999679
-70.60000000000001,-29.4,70.61924333333333,12.922918708333334,20.005891583333334,430.878365121766,0.9999999999999686
-70.60000000000001,-29.200000000000003,68.65536708333333,14.337104041666668,21.028710666666665,431.7232265281696,0.9999999999999947
-70.60000000000001,-29.0,66.39205175,15.300047291666669,22.2076225,432.5628275233015,0.9999999999999988
-70.60000000000001,-28.8,63.88913466666667,15.61679175,23.38031383333333,433.39715787688846,0.9999999999991501
-70.60000000000001,-28.6,61.25011466666667,15.31828625,24.410197083333333,434.2262074228785,0.7090495128651696
-70.60000000000001,-28.4,58.59190175,14.54165925,25.21617875,435.04996605956455,0.4827749220742522
-70.60000000000001,-28.200000000000003,56.02116158333333,13.446676083333337,25.7726855,435.8684237497077,0.5894607914222658
-70.60000000000001,-28.0,53.61811958333333,12.19480375,26.099219916666662,436.681570520659,0.9081299157738337
-70.60000000000001,-27.8,51.4265725,10.939907583333332,26.24684183333333,437.4893964644818,0.9999999999999991
-70.60000000000001,-27.6,49.45352125,9.802323041666666,26.2771995,438.291891738072,0.9999999999999996
-70.60000000000001,-27.4,47.678565166666665,8.858551375,26.23511125,439.0890465632779,0.9999999999999979
-70.60000000000001,-27.200000000000003,46.0649665,8.158243941666667,26.127979083333333,439.8808512270194,0.5892474955283975
-70.60000000000001,-27.0,44.569387416666665,7.706008741666667,25.927081916666666,440.6672960814067,2.2289935532858948e-14
-70.60000000000001,-26.8,43.159662833333336,7.3821507,25.5904405,441.4483715438572,3.1268724370661157e-15
-70.60000000000001,-26.6,41.84250325,6.914681816666668,25.0894155,442.2240680972132,0.09091630280673146
-70.60000000000001,-26.4,40.67609783333334,6.035684366666668,24.42386958333333,442.99437628985686,0.11748226170106607
-70.60000000000001,-26.200000000000003,39.737347416666665,4.7592404833333335,23.622722083333333,443.75928673582587,1.0626652504651207e-15
-70.60000000000001,-26.0,39.05397916666666,3.5075939083333334,22.72954633333333,444.5187901149279,5.212086820376745e-15
-70.60000000000001,-25.8,38.55825116666667,2.880565616666667,21.78924166666667,445.272877172854,5.83155049889439e-15
-70.60000000000001,-25.6,38.109898,3.215931383333333,20.855290166666663,446.0215387212912,5.901770753478918e-16
-70.60000000000001,-25.4,37.57235441666666,4.3390712,19.990904,446.76476563803504,3.0422484260619365e-17
-70.60000000000001,-25.200000000000003,36.87737991666666,5.734768133333333,19.24026183333333,447.5025488670998,6.252945319028923e-15
-70.60000000000001,-25.0,36.368955,6.5460074666666666,18.828487666666668,448.23487941883,1.4561395962303522e-14
-70.4,-30.0,80.14093725000001,13.1298468125,15.2669825,428.3123216983501,0.9999999999999999
-70.4,-29.8,78.802344625,12.71029625,15.221611875,429.1729023165932,0.9999999999999999
-70.4,-29.6,77.45973975,12.9455845,15.537121625,430.0282535984603,0.999999999999998
-70.4,-29.4,76.010399125,13.69634028125,16.25210853125,430.878365121766,0.9999999999999817
-70.4,-29.200000000000003,74.3746965,14.5460975,17.3369855,431.7232265281696,0.9999999999999604
-70.4,-29.0,72.5203040625,15.09759725,18.6842059375,432.5628275233015,0.9999999999999999
-70.4,-28.8,70.466559,15.16264271875,20.1391739375,433.39715787688846,0.6793510916542689
-70.4,-28.6,68.2720946875,14.75209675,21.5500155625,434.2262074228785,0.27470217348459136
-70.4,-28.4,66.0156183125,13.97297034375,22.80161275,435.04996605956455,0.03125588335606823
-70.4,-28.200000000000003,63.7784536875,12.94988575,23.8272081875,435.8684237497077,0.12232686601096612
-70.4,-28.0,61.6310336875,11.80002925,24.609443875,436.681570520659,0.3783406726759027
-70.4,-27.8,59.6225938125,10.63448865625,25.173761,437.4893964644818,0.6000198302825283
-70.4,-27.6,57.77484825,9.56345665625,25.567383875,438.291891738072,0.6335048356804072
-70.4,-27.4,56.08003125,8.70253228125,25.8277185,439.0890465632779,0.3336097699308122
-70.4,-27.200000000000003,54.502675375,8.1580077875,25.9605680625,439.8808512270194,2.660396059041738e-14
-70.4,-27.0,52.9902781875,7.953953825,25.944630375,440.6672960814067,1.889947397263759e-15
-70.4,-26.8,51.50097875,7.93692053125,25.753747625,441.4483715438572,1.666867895974531e-16
-70.4,-26.6,50.039728125,7.787571168749999,25.3740699375,442.2240680972132,1.7592429015618476e-15
-70.4,-26.4,48.6706514375,7.2202454625,24.810121375,442.99437628985686,6.66255758787897e-16
-70.4,-26.200000000000003,47.479329375,6.25044436875,24.0880641875,443.75928673582587,8.818869460931959e-17
-70.4,-26.0,46.5039473125,5.2709005,23.254153125,444.5187901149279,1.0525246072654333e-15
-70.4,-25.8,45.6931003125,4.8046163,22.36949575,445.272877172854,4.686626412753525e-15
-70.4,-25.6,44.9301419375,5.11555916875,21.5068358125,446.0215387212912,7.113414210258024e-15
-70.4,-25.4,44.1026685625,6.02591650625,20.7330445625,446.76476563803504,5.0465531131688465e-15
-70.4,-25.200000000000003,43.157203625,7.100965,20.07758025,447.5025488670998,1.4380599904730976e-15
-70.4,-25.0,42.5120155,7.70171685,19.71968025,448.23487941883,9.801260708116704e-20
-70.2,-30.0,84.53982925,18.6883688125,11.45693921875,428.3123216983501,0.9999999999999827
-70.2,-29.8,83.1862193125,17.088613062500002,11.249563375,429.1729023165932,0.9999999999999941
-70.2,-29.6,81.938197,15.9842054375,11.373243625,430.0282535984603,0.9999999999999998
-70.2,-29.4,80.713491,15.427398875,11.88954040625,430.878365121766,0.9999999999999999
-70.2,-29.200000000000003,79.4370515,15.18427840625,12.80555875,431.7232265281696,0.9999999999995649
-70.2,-29.0,78.0583868125,14.96312415625,14.0611313125,432.5628275233015,0.7842289514608054
-70.2,-28.8,76.5585943125,14.57790396875,15.5403759375,433.39715787688846,0.391202094614482
-70.2,-28.6,74.9482080625,13.9797839375,17.10425475,434.2262074228785,0.024763931321452857
-70.2,-28.4,73.2589985,13.2014038125,18.622762875,435.04996605956455,1.7736907805689155e-14
-70.2,-28.200000000000003,71.5348375625,12.29175925,19.9963235625,435.8684237497077,2.2570867977497188e-14
-70.2,-28.0,69.8239945625,11.294550625,21.168225875,436.681570520659,1.0871435581058467e-14
-70.2,-27.8,68.170403875,10.27336996875,22.1253415,437.4893964644818,0.02908314042209716
-70.2,-27.6,66.6013253125,9.34687053125,22.881188,438.291891738072,5.275455684595148e-15
-70.2,-27.4,65.11404175,8.6861711875,23.44990325,439.0890465632779,5.2428064926946e-15
-70.2,-27.200000000000003,63.67054025,8.4421345,23.8330081875,439.8808512270194,3.584034059227312e-15
-70.2,-27.0,62.2118673125,8.618950250000001,24.0273731875,440.6672960814067,1.814141885633186e-15
-70.2,-26.8,60.6947956875,8.9882280625,24.03617275,441.4483715438572,2.208201501777117e-16
-70.2,-26.6,59.131136875,9.1654190625,23.8663790625,442.2240680972132,1.7779186784357793e-15
-70.2,-26.4,57.5947984375,8.8586798625,23.52569475,442.99437628985686,1.4574739030918974e-15
-70.2,-26.200000000000003,56.17941725,8.11091883125,23.0335585,443.75928673582587,2.4853905958572187e-16
-70.2,-26.0,54.9335066875,7.3062508875,22.43295075,444.5187901149279,9.647202009803383e-16
-70.2,-25.8,53.82591875,6.90052385625,21.789557,445.272877172854,3.67959157339277e-15
-70.2,-25.6,52.769628625,7.093101725,21.178215,446.0215387212912,8.550563081945714e-15
-70.2,-25.4,51.6792468125,7.72382369375,20.6547755,446.76476563803504,1.571606265754762e-14
-70.2,-25.200000000000003,50.5130963125,8.4590487125,20.2302165625,447.5025488670998,2.4521531130677032e-14
-70.2,-25.0,49.74871175,8.8592435,20.0018705,448.23487941883,3.564655200777715e-14
-70.0,-30.0,87.8874635,29.28883805,7.955730104999999,428.3123216983501,0.999999999999988
-70.0,-29.8,86.5006115,26.0263772,7.640907319999999,429.1729023165932,0.9999999999999903
-70.0,-29.6,85.3026837,22.86088155,7.517430604999999,430.0282535984603,0.9999999999999987
-70.0,-29.4,84.24433984999999,19.94623355,7.682870435,430.878365121766,0.9999999999999999
-70.0,-29.200000000000003,83.27075794999999,17.42758245,8.199863305,431.7232265281696,0.8576614805605091
-70.0,-29.0,82.329274,15.434031625,9.07218473,432.5628275233015,0.5545050864961473
-70.0,-28.8,81.376,13.952616825000002,10.24162093,433.39715787688846,0.1956889726404374
-70.0,-28.6,80.38134260000001,12.8512634,11.60979235,434.2262074228785,1.155252637734382e-13
-70.0,-28.4,79.33191255,11.974360175,13.066263425,435.04996605956455,1.1135776291683598e-16
-70.0,-28.200000000000003,78.2303938,11.182994025,14.510300425,435.8684237497077,7.802434776721313e-15
-70.0,-28.0,77.0942077,10.38627915,15.864076575,436.681570520659,2.2595048156900125e-14
-70.0,-27.8,75.948168,9.60262845,17.0755437,437.4893964644818,1.2230532898743771e-14
-70.0,-27.6,74.80765555,8.989703375000001,18.11085785,438.291891738072,3.5335512993740355e-15
-70.0,-27.4,73.65976775,8.7742535,18.9467501,439.0890465632779,2.4545993017655403e-16
-70.0,-27.200000000000003,72.45864915,9.095645275,19.5751156,439.8808512270194,2.4155558146662772e-15
